bbox_stamp,detection_id,x_min,y_min,x_max,y_max,u_bottom_center,v_bottom_center,X_mono,Y_mono,inside_roi
1757267627.388417,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.388417,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.421925,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.421925,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.421925,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.421925,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.421925,6,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.421925,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.471912,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.471912,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.471912,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.471912,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.471912,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.471912,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.521928,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.521928,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.521928,4,511,282,534,308,522,308,5.411734580993652,1.3644590377807617,1
1757267627.521928,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.521928,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.588581,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.588581,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.588581,4,511,282,535,308,523,308,5.411046981811523,1.3533040285110474,1
1757267627.588581,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.588581,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.621943,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.621943,2,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.621943,3,511,283,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.621943,4,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.621943,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.671796,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.671796,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.671796,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.671796,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.671796,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.671796,7,884,350,933,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267627.721796,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.721796,2,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267627.721796,3,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.721796,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.721796,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.721796,6,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.771815,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.771815,3,328,363,377,429,352,429,1.3064221143722534,1.4130131006240845,1
1757267627.771815,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.771815,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.771815,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.771815,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267627.821817,0,355,311,409,406,382,406,1.6931408643722534,1.421213150024414,1
1757267627.821817,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.821817,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.821817,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.821817,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.821817,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267627.872001,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.872001,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.872001,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.872001,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.872001,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.921956,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267627.921956,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.921956,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.921956,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.921956,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.955323,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.955323,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267627.955323,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267627.955323,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.955323,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.9885721,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267627.9885721,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267627.9885721,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267627.9885721,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267627.9885721,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267627.9885721,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.055464,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.055464,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.055464,4,511,282,534,308,522,308,5.411734580993652,1.3644590377807617,1
1757267628.055464,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.055464,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.088699,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.088699,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.088699,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.088699,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.088699,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.088699,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.121962,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.121962,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.121962,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.121962,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.121962,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.121962,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.188795,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.188795,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.188795,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.188795,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.188795,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.2219741,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.2219741,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.2219741,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.2219741,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.2219741,6,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.2219741,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.27198,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.27198,3,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267628.27198,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.27198,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.27198,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.321991,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.321991,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.321991,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.321991,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.321991,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.321991,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.371986,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.371986,3,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267628.371986,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.371986,5,511,283,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.371986,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.421986,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.421986,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.421986,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.421986,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.421986,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.421986,7,884,350,933,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.455423,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.455423,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.455423,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.455423,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.455423,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.455423,7,883,350,934,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.488774,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.488774,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.488774,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.488774,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.488774,6,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.522133,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.522133,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.522133,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.522133,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.522133,6,848,303,903,394,875,394,1.7514901161193848,-1.3874512910842896,1
1757267628.522133,7,884,350,933,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.588669,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.588669,3,328,362,377,429,352,429,1.3064221143722534,1.4130131006240845,1
1757267628.588669,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.588669,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.588669,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.622139,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.622139,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.622139,4,511,283,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267628.622139,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.622139,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.688695,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.688695,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.688695,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.688695,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.688695,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.72216,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.72216,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.72216,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.72216,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.72216,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.72216,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.772149,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.772149,3,328,363,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267628.772149,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.772149,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.772149,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.822161,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.822161,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267628.822161,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.822161,5,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.822161,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.888849,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.888849,3,328,362,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267628.888849,4,511,283,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.888849,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.888849,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.888849,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267628.922086,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.922086,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.922086,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.922086,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.922086,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.922086,7,884,350,933,412,908,412,1.3973170518875122,-1.4445818662643433,1
1757267628.955543,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267628.955543,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267628.955543,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267628.955543,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267628.955543,6,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267628.955543,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.022049,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.022049,3,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.022049,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.022049,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.022049,6,758,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.055546,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.055546,3,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.055546,4,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.055546,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.055546,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.122068,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.122068,3,329,362,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.122068,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267629.122068,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.122068,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.1888301,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.1888301,3,328,362,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267629.1888301,4,511,282,534,308,522,308,5.411734580993652,1.3644590377807617,1
1757267629.1888301,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.1888301,6,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.1888301,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.222178,0,355,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.222178,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.222178,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.222178,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.222178,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.222178,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.255551,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267629.255551,3,328,362,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267629.255551,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267629.255551,5,848,303,903,394,875,394,1.7514901161193848,-1.3874512910842896,1
1757267629.255551,6,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.322211,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.322211,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.322211,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.322211,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.322211,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.355482,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267629.355482,3,329,363,377,429,353,429,1.3060998916625977,1.408082127571106,1
1757267629.355482,4,511,283,535,309,523,309,5.334138870239258,1.3388067483901978,1
1757267629.355482,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.355482,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.355482,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.422219,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.422219,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.422219,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.422219,5,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.422219,6,848,303,903,394,875,394,1.7514901161193848,-1.3874512910842896,1
1757267629.488969,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267629.488969,2,328,363,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.488969,3,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.488969,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.488969,5,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.505461,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.505461,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.505461,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.505461,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.505461,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.555614,0,355,311,410,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.555614,3,328,362,378,429,353,429,1.3060998916625977,1.408082127571106,1
1757267629.555614,4,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.555614,5,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.555614,6,848,303,903,394,875,394,1.7514901161193848,-1.3874512910842896,1
1757267629.555614,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.622205,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267629.622205,3,329,363,377,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.622205,4,757,278,779,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.622205,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.622205,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.655625,0,356,311,409,407,382,407,1.6739637851715088,1.4136587381362915,1
1757267629.655625,3,328,363,377,428,352,428,1.3219445943832397,1.4197946786880493,1
1757267629.655625,4,757,278,780,305,768,305,5.477976322174072,-1.4295506477355957,1
1757267629.655625,5,511,282,534,309,522,309,5.33482027053833,1.3498468399047852,1
1757267629.655625,6,849,303,903,394,876,394,1.7511073350906372,-1.3933608531951904,1
1757267629.655625,7,884,350,934,412,909,412,1.3969670534133911,-1.4499597549438477,1
1757267629.705575,0,356,311,410,407,383,407,1.6736069917678833,1.4081710577011108,1
1757267629.705575,3,328,362,378,428,353,428,1.321621060371399,1.4148409366607666,1
1757267629.705575,4,511,282,535,309,523,309,5.334138870239258,1.3388067483901978,1
